yield
5214.524275663953
5213.316553635248
5213.316553635248
5214.531341342672
5214.531341342672
5213.316553635248
5214.215880438807
5214.215880438807
5236.762763715632
5236.792186725455
5214.215880438807
5236.792186725455
5214.301034751976
5236.264776417586
5236.264776417586
5214.531341342672
5214.524275663953
5214.524275663953
5276.982470592965
5220.464816660488
5276.982470592965
7823.609439509999
5266.637814520068
5266.637814520068
5280.384822930318
5280.384822930318
5280.384822930318
5216.644832789511
5216.644832789511
5216.644832789511
5223.498436277311
5223.498436277311
5223.499635458439
5216.644832789511
5216.644832789511
5216.644832789511
5259.7867237755245
5259.7846432899005
5259.7846432899005
5235.421184075939
5242.0860589688955
5242.0860589688955
5219.254341638098
5220.464816660488
5220.464816660488
5263.942848864019
5222.16269588626
5222.16269588626
5265.627407900416
5265.627407900416
5265.627407900416
5230.3647351870195
5222.262594146242
5222.262594146242
5222.26379276
5230.3647351870195
5222.26379276
5258.599586606454
5258.599586606454
5258.677345842603
5252.227854612891
5252.330642287897
5252.227854612891
5234.362216273103
5266.012574794797
5234.362216273103
5266.124940830396
5234.362216273103
5266.124940830396
5257.561765364016
5269.819561603785
5257.561765364016
5284.625499272001
5301.534479501442
5284.625499272001
5238.585751602663
5270.887130898001
5270.887130898001
5237.5312255958215
5237.5312255958215
5237.5312255958215
5330.996324495732
5330.996324495732
5330.996324495732
5237.973293915702
5238.084466521519
5237.973293915702
5334.587590743657
5252.02834413869
5334.587590743657
5230.683127913856
5230.65377351151
5230.683127913856
5267.59021583127
5267.59021583127
5247.557372731974
5269.432856443487
5247.557372731974
5269.432856443487
5250.803708807059
5257.469785619529
5257.469785619529
5257.5078313001895
5250.803708807059
5257.5078313001895
5316.981557799158
5316.981557799158
5252.589506345045
5316.982514250559
5252.589506345045
5252.589506345045
5304.0049539085385
5304.0049539085385
5304.0049539085385
5284.3435032357675
5277.70516903133
5277.70516903133
5282.57741416339
5282.557732007532
5282.57741416339
5236.792186725455
5236.762763715632
5236.792186725455
5317.484652674572
