TMIN,TMAX,Total_rain,Tmean,SRAD,therma_sum,therma_sum100,rain_0_105,N_fertilizer,P_fertilizer,K_fertilizer,N_rain_days,rain.30,rain.60,rain.90,rain_end,soil_P,soil_Zn,soil_K,soil_clay,soil_silt,soil_sand,soil_N,Row_Variability,yield,yield_or
0.7264600715137111,0.7264623955431777,0.35504374817476836,0.7953972257250974,0.651272370339214,0.7934078869923484,0.7841155234657039,0.40638048039184377,0.011707317073170733,0.043929777777777776,0.0,0.7282608695652173,0.230886986775788,0.19594892136812736,0.21271977439437256,0.1694395872022774,0.22222220750502691,0.06947163104559939,0.2897196261682243,0.6212045793927324,0.4155381325730567,0.7980211531900367,0.1302816901408458,0.7639073012632048,1859.34343215453,3141.2054383537143
0.6662693682955909,0.48189415041783157,0.4211017372552933,0.6251576292559919,0.4443303109698715,0.5220718069452619,0.5270758122743683,0.45650504229573036,0.11815717687667154,0.10982444008041334,0.0,0.49999999999999994,0.18114316245383102,0.2810740165521265,0.1776922238414911,0.29682008940119026,0.10925925813094163,0.14872798900101758,0.32476635514018687,0.6727227476356392,0.5110477548111186,0.6352780620948474,0.14404609475032057,0.4847352421366037,3360.21843215453,3813.3929383537143
0.647199046483907,0.7565459610027852,0.4685944201369122,0.7704918032786863,0.6701829372675192,0.7704532077692761,0.7711191335740072,0.5007924234288936,0.08536585365853659,0.13728055555555557,0.0,0.6630434782608696,0.14216991819061583,0.23452330358583834,0.4425279250796718,0.22486621646369478,0.11481481707145107,0.11350294879704192,0.06308411214953269,0.6886510701841715,0.48788310762651493,0.5274650290003419,0.16421254801536547,0.760910645926853,2781.84343215453,2415.0804383537143
0.629320619785458,0.6596100278551547,0.39242973677741505,0.706179066834804,0.5407018703842743,0.7080635668040023,0.7025270758122742,0.45447036097088506,0.13658536585365855,0.2196488888888889,0.0,0.7282608695652173,0.2691059930997967,0.22566782310857214,0.19200932794345063,0.1783628655333373,0.12592591729183705,0.18884541598853238,0.2266355140186916,0.7150323544051759,0.5064148253741971,0.5820539065165465,0.1834186939820749,0.6765398389060465,2524.09343215453,2411.5804383537143
0.6948748510131093,0.7844011142061298,0.6167231241925865,0.811475409836065,0.6279604814259097,0.6050618010594466,0.5985559566787003,0.6400523416968507,0.04878048780487805,0.1830407407407411,0.0,0.7934782608695652,0.30226040854427666,0.3590385100582903,0.3301797772403285,0.2728270918951689,0.08888888123594714,0.1790606657500844,0.1214953271028037,0.6697361871577896,0.6650035637918741,0.4919822586148065,0.23047375160051292,0.6147097775396205,2832.96843215453,3173.8304383537143
0.33194278903456786,0.5376044568245142,0.8215452426465996,0.4798234552332936,0.5819043542798736,0.5550323719835197,0.5574007220216607,0.872257432476095,0.5365853658536587,0.4118416666666667,0.0,0.7934782608695652,0.4429492226589492,0.3261878454495135,0.5116696148312693,0.390560640388193,0.05925926298761565,0.14579257092807207,0.1214953271028037,0.5801393728222994,0.4964362081254458,0.6513135448652343,0.2784891165172865,0.6382266421675923,4615.46843215453,3057.3304383537143
0.5697258641239586,0.6512534818941491,0.4400707623986534,0.6699243379571242,0.5225684656423208,0.7010005885815185,0.696028880866426,0.4663036907765726,0.09365853658536587,0.1757191111111111,0.0,0.5543478260869565,0.41870105113309963,0.09485882504557125,0.2358545062409925,0.24012417745363132,0.09814814024991907,0.1320939299256973,0.0467289719626168,0.6468392234942759,0.43656450463292984,0.6120777891504605,0.1600512163892454,0.6804734289828626,2497.46843215453,3113.7054383537143
0.628724672228844,0.8880222841225622,0.49975591341150816,0.8351197982345515,0.7115167825137525,0.6845203060623897,0.6750902527075812,0.5452598985567554,0.11447154471544717,0.08785955555555555,0.0,0.6956521739130435,0.39664861785644745,0.25294166078240193,0.22161678203003535,0.16805638436649017,0.04259258616608384,0.13992173478218095,0.028037383177570097,0.8068690890990534,0.48645759087669244,0.3845104060047758,0.16517285531370093,0.67289517086533,2736.59343215453,3247.3304383537143
0.1656734207389734,0.2690807799442898,0.3977980112111915,0.23991172761664492,0.3386853466741646,0.49970570924072977,0.5003610108303248,0.3745023350482636,0.17073170731707318,0.27456111111111114,0.0,0.34782608695652173,0.1908790417618999,0.15685008416109283,0.2961408662122733,0.29179646408622306,0.09999999911696898,0.1223092030158785,0.21495327102803735,0.7483822797411649,0.6329294369208833,0.4145342886386898,0.16885403329065327,0.4493456549706475,4379.84343215453,4474.205438353714
0.47914183551847844,0.563788300835655,0.4796975102277077,0.5725094577553616,0.49330493702790257,0.5026486168334314,0.5083032490974729,0.5416922612364143,0.029268292682926834,0.10982444444444445,0.0,0.5652173913043479,0.14549824134753686,0.34619271473811103,0.3885580644719869,0.12647218234271254,0.05370370404710491,0.22113503811956348,0.24065420560747663,0.7068193130910893,0.7209550962223807,0.38860457181849123,0.3005761843790023,0.4858255107368191,3520.21843215453,2700.5179383537143
