dataset_id,country,longitude,latitude,planting_date,crop,N_fertilizer,P_fertilizer,K_fertilizer,yield,harvest_date,Total_rain,N_rain_days,N_dry_days,rain.max,rain.av,rain.30,rain.60,rain.90,rain_end,N_days_bFRAP,Tmean,therma_sum30,therma_sum60,therma_sum90,therma_sum100,therma_sum,soil_N,soil_sand,soil_silt,soil_clay,soil_phh2o,soil_SOC,Tmean.1,TMIN,TMAX,SRAD,tmax (°C),precipitation (mm)
doi_10.18167_DVN1_DLTQWR,Kenya,34.4,0.1,2007-01-01,maize,60.0,60.0,0.0,3220.0,2007-05-01,524.966966867447,54,67,28.7087478637695,4.33856997411113,58.4601821899414,129.687680959702,184.887913703918,151.931190013885,3,21.3801652892562,637,1274,685,2151,2587,0.188666666666667,20.7166666666667,21.9,52.4666666666667,5.65,1.57833333333333,21.3801652892562,17.0909090909091,27.603305785124,22.3498820247934,27.680093383789085,0.0
doi_10.18167_DVN1_DLTQWR,Kenya,34.4,0.1,2008-01-01,maize,60.0,60.0,0.0,4360.0,2008-04-30,492.327771902084,60,61,24.888801574707,4.06882456117425,45.6178202629089,78.9009459018707,158.705228567123,209.103777170181,14,21.3223140495868,658,1305,668,2156,2580,0.188666666666667,20.7166666666667,21.9,52.4666666666667,5.65,1.57833333333333,21.3223140495868,16.9504132231405,27.5619834710744,22.157445107438,27.680093383789085,0.0
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2009-01-01,maize,80.0,10.0,0.0,1489.8,2009-05-01,299.650136947632,24,97,34.7765960693359,2.47644741279035,152.684963703156,85.5242185592651,50.4728345870972,10.968120098114,1,18.6446280991736,635,1223,522,1915,2256,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,18.6446280991736,14.4793388429752,23.9834710743802,21.1710185867769,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2010-01-01,maize,80.0,10.0,0.0,448.8,2010-05-01,290.486056566238,23,98,35.7825088500977,2.40071121129123,60.1613640785217,100.586013793945,63.5999219417572,66.1387567520142,4,20.4710743801653,658,1297,604,2107,2477,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,20.4710743801653,16.099173553719,25.7355371900826,20.7409013140496,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2011-01-01,maize,80.0,10.0,0.0,436.0,2011-05-01,360.694942474365,24,97,59.7398338317871,2.98094993780467,292.054165840149,28.6757793426514,19.9582891464233,20.0067081451416,10,19.4876033057851,606,1175,589,1973,2358,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,19.4876033057851,15.1239669421488,24.9669421487603,20.5666556198347,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2012-01-01,maize,80.0,10.0,0.0,1185.0,2012-04-30,225.072924137115,22,99,32.5451545715332,1.86010681105054,44.8504486083984,104.782252073288,53.4851069450378,21.9551165103912,12,19.4628099173554,606,1242,534,2012,2355,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,19.4628099173554,14.6528925619835,25.2809917355372,22.0113170495868,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2013-01-01,maize,80.0,10.0,0.0,676.0,2013-05-01,292.291693210602,22,99,32.5502662658691,2.41563382818679,205.026310443878,51.0646028518677,17.7451741695404,18.4556057453156,1,19.0165289256198,606,1208,545,1952,2301,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,19.0165289256198,14.4628099173554,24.4628099173554,20.4964260495868,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2005-01-01,maize,46.0,10.0,0.0,121.0,2005-05-01,215.754754543304,14,107,26.4696731567383,1.78309714498599,110.751805305481,56.9262828826904,30.4649105072021,17.6117558479309,15,20.099173553719,649,1276,583,2049,2432,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,20.099173553719,15.3636363636364,26.2809917355372,22.5556641487603,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2006-01-01,maize,80.0,10.0,0.0,1112.0,2006-05-01,368.743151187897,34,87,23.6797943115234,3.04746405940411,138.050277709961,148.167128562927,67.2722206115723,15.2535243034363,2,19.2892561983471,625,1241,556,1971,2334,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,19.2892561983471,15.2561983471074,24.2561983471074,19.7726559752066,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2007-01-01,maize,80.0,10.0,0.0,1566.0,2007-05-01,226.142754554749,14,107,50.0958099365234,1.86894838474999,56.9888110160828,96.7776436805725,24.597728729248,47.7785711288452,1,19.7851239669421,603,1232,561,2022,2394,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,19.7851239669421,15.0826446280992,25.504132231405,21.3905398264463,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,30.8833333333333,-19.8,2008-01-01,maize,80.0,10.0,0.0,1108.0,2008-04-30,266.047554969788,19,102,40.2837600708008,2.19874012371725,219.757712364197,16.8280067443848,19.0438222885132,10.4180135726929,4,18.5537190082645,599,1177,531,1900,2245,0.0485,62.3166666666667,16.0166666666667,21.6833333333333,6.31666666666667,0.595,18.5537190082645,13.8429752066116,24.2561983471074,21.7460071239669,27.564859008789085,4.306793212890625
doi_10.18167_DVN1_DLTQWR,Zimbabwe,31.4333333333333,-17.4166666666667,2008-01-01,maize,80.0,10.0,0.0,5681.5,2008-04-30,649.703246593475,32,89,41.3354454040527,5.36944831895434,401.128606796265,97.5222082138062,136.820960044861,14.2314715385437,3,20.2644628099174,622,1258,601,2059,2452,0.0611666666666667,58.05,18.6166666666667,23.3166666666667,5.98333333333333,0.908333333333333,20.2644628099174,15.9421487603306,25.7355371900826,21.4070585867769,26.332437133789085,2.55584716796875
