dataset_id,country,longitude,latitude,planting_date,crop,N_fertilizer,P_fertilizer,K_fertilizer,yield,harvest_date,Total_rain,N_rain_days,N_dry_days,rain.max,rain.av,rain.30,rain.60,rain.90,rain_end,N_days_bFRAP,Tmean,therma_sum30,therma_sum60,therma_sum90,therma_sum100,therma_sum,soil_N,soil_sand,soil_silt,soil_clay,soil_phh2o,soil_SOC,Tmean.1,TMIN,TMAX,SRAD,tmax (°C),precipitation (mm)
doi_10.25502_pakr-y904_d,Nigeria,9.378482319,8.924990694,2017-04-01,maize,67.0,20.3056768558952,0.0,3234.0,2017-07-30,538.488416194916,53,68,50.3332023620605,4.45031748921418,46.1194005012512,144.383694648743,176.448649406433,171.536671638489,6,28.396694214876,945,1813,836,2888,3436,0.0731666666666667,49.75,20.6166666666667,29.65,6.05,0.688333333333333,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.382526613,8.886914538,2017-04-01,maize,46.0,0.0,0.0,1779.0,2017-07-30,543.72523021698,53,68,51.6474685668945,4.49359694394198,46.7034509181976,149.073492765427,179.118825435638,168.829461097717,6,28.396694214876,945,1813,836,2888,3436,0.0715,51.9,20.0333333333333,28.0666666666667,6.03333333333333,0.668333333333333,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.382526613,8.886914538,2017-04-01,maize,68.5,9.82532751091703,18.6706497386109,2643.0,2017-07-30,543.72523021698,53,68,51.6474685668945,4.49359694394198,46.7034509181976,149.073492765427,179.118825435638,168.829461097717,6,28.396694214876,945,1813,836,2888,3436,0.0715,51.9,20.0333333333333,28.0666666666667,6.03333333333333,0.668333333333333,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.382526613,8.886914538,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,3056.0,2017-07-30,543.72523021698,53,68,51.6474685668945,4.49359694394198,46.7034509181976,149.073492765427,179.118825435638,168.829461097717,6,28.396694214876,945,1813,836,2888,3436,0.0715,51.9,20.0333333333333,28.0666666666667,6.03333333333333,0.668333333333333,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.382526613,8.886914538,2017-04-01,maize,67.0,20.3056768558952,0.0,2937.0,2017-07-30,543.72523021698,53,68,51.6474685668945,4.49359694394198,46.7034509181976,149.073492765427,179.118825435638,168.829461097717,6,28.396694214876,945,1813,836,2888,3436,0.0715,51.9,20.0333333333333,28.0666666666667,6.03333333333333,0.668333333333333,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.3827566,8.927564559,2017-04-01,maize,46.0,0.0,0.0,3068.0,2017-07-30,538.488416194916,53,68,50.3332023620605,4.45031748921418,46.1194005012512,144.383694648743,176.448649406433,171.536671638489,6,28.396694214876,945,1813,836,2888,3436,0.073,50.5833333333333,21.0166666666667,28.4166666666667,6.13333333333333,0.666666666666667,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.3827566,8.927564559,2017-04-01,maize,68.5,9.82532751091703,18.6706497386109,3767.0,2017-07-30,538.488416194916,53,68,50.3332023620605,4.45031748921418,46.1194005012512,144.383694648743,176.448649406433,171.536671638489,6,28.396694214876,945,1813,836,2888,3436,0.073,50.5833333333333,21.0166666666667,28.4166666666667,6.13333333333333,0.666666666666667,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.3827566,8.927564559,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,2536.0,2017-07-30,538.488416194916,53,68,50.3332023620605,4.45031748921418,46.1194005012512,144.383694648743,176.448649406433,171.536671638489,6,28.396694214876,945,1813,836,2888,3436,0.073,50.5833333333333,21.0166666666667,28.4166666666667,6.13333333333333,0.666666666666667,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.3827566,8.927564559,2017-04-01,maize,67.0,20.3056768558952,0.0,2976.0,2017-07-30,538.488416194916,53,68,50.3332023620605,4.45031748921418,46.1194005012512,144.383694648743,176.448649406433,171.536671638489,6,28.396694214876,945,1813,836,2888,3436,0.073,50.5833333333333,21.0166666666667,28.4166666666667,6.13333333333333,0.666666666666667,28.396694214876,24.6859504132231,33.4049586776859,20.0200551652893,34.947671508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.70891458,9.068506319,2017-04-01,maize,46.0,0.0,0.0,2047.0,2017-07-30,599.526515364647,52,69,45.554573059082,4.95476458979047,41.1994704008102,111.103416442871,206.799548149109,240.424080371857,3,27.900826446281,931,1778,831,2829,3376,0.0695,52.5166666666667,21.2333333333333,26.2333333333333,6.03333333333333,0.728333333333333,27.900826446281,24.297520661157,32.6694214876033,21.1644219834711,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.70891458,9.068506319,2017-04-01,maize,68.5,9.82532751091703,18.6706497386109,3115.0,2017-07-30,599.526515364647,52,69,45.554573059082,4.95476458979047,41.1994704008102,111.103416442871,206.799548149109,240.424080371857,3,27.900826446281,931,1778,831,2829,3376,0.0695,52.5166666666667,21.2333333333333,26.2333333333333,6.03333333333333,0.728333333333333,27.900826446281,24.297520661157,32.6694214876033,21.1644219834711,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.70891458,9.068506319,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,3513.0,2017-07-30,599.526515364647,52,69,45.554573059082,4.95476458979047,41.1994704008102,111.103416442871,206.799548149109,240.424080371857,3,27.900826446281,931,1778,831,2829,3376,0.0695,52.5166666666667,21.2333333333333,26.2333333333333,6.03333333333333,0.728333333333333,27.900826446281,24.297520661157,32.6694214876033,21.1644219834711,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.70891458,9.068506319,2017-04-01,maize,67.0,20.3056768558952,0.0,4016.0,2017-07-30,599.526515364647,52,69,45.554573059082,4.95476458979047,41.1994704008102,111.103416442871,206.799548149109,240.424080371857,3,27.900826446281,931,1778,831,2829,3376,0.0695,52.5166666666667,21.2333333333333,26.2333333333333,6.03333333333333,0.728333333333333,27.900826446281,24.297520661157,32.6694214876033,21.1644219834711,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.6504548,9.023191403,2017-04-01,maize,46.0,0.0,0.0,717.0,2017-07-30,629.443388700485,50,71,46.8218078613281,5.20201147686351,44.8924767971039,108.222093105316,219.047548770905,257.281270027161,3,27.3057851239669,909,1739,817,2767,3304,0.0768333333333333,57.7833333333333,19.5333333333333,22.75,5.96666666666667,0.771666666666667,27.3057851239669,23.9090909090909,32.0495867768595,21.2447593966942,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.6504548,9.023191403,2017-04-01,maize,68.5,9.82532751091703,18.6706497386109,3600.0,2017-07-30,629.443388700485,50,71,46.8218078613281,5.20201147686351,44.8924767971039,108.222093105316,219.047548770905,257.281270027161,3,27.3057851239669,909,1739,817,2767,3304,0.0768333333333333,57.7833333333333,19.5333333333333,22.75,5.96666666666667,0.771666666666667,27.3057851239669,23.9090909090909,32.0495867768595,21.2447593966942,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.6504548,9.023191403,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,3861.0,2017-07-30,629.443388700485,50,71,46.8218078613281,5.20201147686351,44.8924767971039,108.222093105316,219.047548770905,257.281270027161,3,27.3057851239669,909,1739,817,2767,3304,0.0768333333333333,57.7833333333333,19.5333333333333,22.75,5.96666666666667,0.771666666666667,27.3057851239669,23.9090909090909,32.0495867768595,21.2447593966942,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,11.6504548,9.023191403,2017-04-01,maize,67.0,20.3056768558952,0.0,4216.0,2017-07-30,629.443388700485,50,71,46.8218078613281,5.20201147686351,44.8924767971039,108.222093105316,219.047548770905,257.281270027161,3,27.3057851239669,909,1739,817,2767,3304,0.0768333333333333,57.7833333333333,19.5333333333333,22.75,5.96666666666667,0.771666666666667,27.3057851239669,23.9090909090909,32.0495867768595,21.2447593966942,34.211343383789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.047566828,9.863950971,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,4401.0,2017-07-30,613.757719755173,70,51,28.770263671875,5.0723778492163,47.4865570068359,117.741064548492,207.195364713669,241.334733486176,8,22.4297520661157,753,1453,645,2291,2714,0.0836666666666667,47.2,21.8666666666667,30.95,5.76666666666667,0.851666666666667,22.4297520661157,18.603305785124,28.2644628099174,21.0157062561983,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.047566828,9.863950971,2017-04-01,maize,67.0,20.3056768558952,0.0,4823.0,2017-07-30,613.757719755173,70,51,28.770263671875,5.0723778492163,47.4865570068359,117.741064548492,207.195364713669,241.334733486176,8,22.4297520661157,753,1453,645,2291,2714,0.0836666666666667,47.2,21.8666666666667,30.95,5.76666666666667,0.851666666666667,22.4297520661157,18.603305785124,28.2644628099174,21.0157062561983,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.190189625,9.551329335,2017-04-01,maize,46.0,0.0,0.0,3676.0,2017-07-30,548.257785081863,73,48,22.2423305511475,4.53105607505672,50.1103448867798,106.249042034149,188.819074392319,203.079323768616,6,23.5537190082645,786,1524,681,2403,2850,0.0763333333333333,54.4666666666667,16.5166666666667,29.05,5.85,0.701666666666667,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.190189625,9.551329335,2017-04-01,maize,68.5,9.82532751091703,18.6706497386109,4027.0,2017-07-30,548.257785081863,73,48,22.2423305511475,4.53105607505672,50.1103448867798,106.249042034149,188.819074392319,203.079323768616,6,23.5537190082645,786,1524,681,2403,2850,0.0763333333333333,54.4666666666667,16.5166666666667,29.05,5.85,0.701666666666667,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.190189625,9.551329335,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,4617.0,2017-07-30,548.257785081863,73,48,22.2423305511475,4.53105607505672,50.1103448867798,106.249042034149,188.819074392319,203.079323768616,6,23.5537190082645,786,1524,681,2403,2850,0.0763333333333333,54.4666666666667,16.5166666666667,29.05,5.85,0.701666666666667,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.190189625,9.551329335,2017-04-01,maize,67.0,20.3056768558952,0.0,5495.0,2017-07-30,548.257785081863,73,48,22.2423305511475,4.53105607505672,50.1103448867798,106.249042034149,188.819074392319,203.079323768616,6,23.5537190082645,786,1524,681,2403,2850,0.0763333333333333,54.4666666666667,16.5166666666667,29.05,5.85,0.701666666666667,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.216180874,9.569465834,2017-04-01,maize,46.0,0.0,0.0,1824.0,2017-07-30,532.992198824883,69,52,23.6905403137207,4.40489420516432,46.6042402982712,106.909739971161,184.329833984375,195.148384571075,8,23.5537190082645,786,1524,681,2403,2850,0.0646666666666667,54.1166666666667,16.85,29.0333333333333,5.83333333333333,0.628333333333333,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.216180874,9.569465834,2017-04-01,maize,68.5,9.82532751091703,18.6706497386109,2371.0,2017-07-30,532.992198824883,69,52,23.6905403137207,4.40489420516432,46.6042402982712,106.909739971161,184.329833984375,195.148384571075,8,23.5537190082645,786,1524,681,2403,2850,0.0646666666666667,54.1166666666667,16.85,29.0333333333333,5.83333333333333,0.628333333333333,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.216180874,9.569465834,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,2734.0,2017-07-30,532.992198824883,69,52,23.6905403137207,4.40489420516432,46.6042402982712,106.909739971161,184.329833984375,195.148384571075,8,23.5537190082645,786,1524,681,2403,2850,0.0646666666666667,54.1166666666667,16.85,29.0333333333333,5.83333333333333,0.628333333333333,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,9.216180874,9.569465834,2017-04-01,maize,67.0,20.3056768558952,0.0,2225.0,2017-07-30,532.992198824883,69,52,23.6905403137207,4.40489420516432,46.6042402982712,106.909739971161,184.329833984375,195.148384571075,8,23.5537190082645,786,1524,681,2403,2850,0.0646666666666667,54.1166666666667,16.85,29.0333333333333,5.83333333333333,0.628333333333333,23.5537190082645,18.9173553719008,29.8677685950413,21.3020760495868,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.960805229,11.0819927,2017-06-01,maize,46.0,0.0,0.0,1455.0,2017-09-29,805.241531133652,79,42,56.2408180236816,6.65488868705497,132.505314826965,197.243272304535,243.433322429657,232.059621572495,2,23.7190082644628,740,1448,757,2365,2870,0.0586666666666667,52.1166666666667,24.5333333333333,23.3666666666667,6.16666666666667,0.546666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.960805229,11.0819927,2017-06-01,maize,68.5,9.82532751091703,18.6706497386109,2734.0,2017-09-29,805.241531133652,79,42,56.2408180236816,6.65488868705497,132.505314826965,197.243272304535,243.433322429657,232.059621572495,2,23.7190082644628,740,1448,757,2365,2870,0.0586666666666667,52.1166666666667,24.5333333333333,23.3666666666667,6.16666666666667,0.546666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.960805229,11.0819927,2017-06-01,maize,62.5,13.7554585152838,27.3836196166293,2392.0,2017-09-29,805.241531133652,79,42,56.2408180236816,6.65488868705497,132.505314826965,197.243272304535,243.433322429657,232.059621572495,2,23.7190082644628,740,1448,757,2365,2870,0.0586666666666667,52.1166666666667,24.5333333333333,23.3666666666667,6.16666666666667,0.546666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.960805229,11.0819927,2017-06-01,maize,67.0,20.3056768558952,0.0,2229.0,2017-09-29,805.241531133652,79,42,56.2408180236816,6.65488868705497,132.505314826965,197.243272304535,243.433322429657,232.059621572495,2,23.7190082644628,740,1448,757,2365,2870,0.0586666666666667,52.1166666666667,24.5333333333333,23.3666666666667,6.16666666666667,0.546666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.949838072,11.09677665,2017-06-01,maize,46.0,0.0,0.0,1042.0,2017-09-29,809.67036652565,78,43,53.6520843505859,6.69149063244339,134.616483449936,196.086326599121,237.677560329437,241.289996147156,2,23.9173553719008,748,1458,763,2386,2894,0.06,51.05,25.1,23.85,6.08333333333333,0.658333333333333,23.9173553719008,20.7107438016529,28.4628099173554,18.1896173057851,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.949838072,11.09677665,2017-06-01,maize,68.5,9.82532751091703,18.6706497386109,2540.0,2017-09-29,809.67036652565,78,43,53.6520843505859,6.69149063244339,134.616483449936,196.086326599121,237.677560329437,241.289996147156,2,23.9173553719008,748,1458,763,2386,2894,0.06,51.05,25.1,23.85,6.08333333333333,0.658333333333333,23.9173553719008,20.7107438016529,28.4628099173554,18.1896173057851,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.949838072,11.09677665,2017-06-01,maize,62.5,13.7554585152838,27.3836196166293,1797.0,2017-09-29,809.67036652565,78,43,53.6520843505859,6.69149063244339,134.616483449936,196.086326599121,237.677560329437,241.289996147156,2,23.9173553719008,748,1458,763,2386,2894,0.06,51.05,25.1,23.85,6.08333333333333,0.658333333333333,23.9173553719008,20.7107438016529,28.4628099173554,18.1896173057851,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.949838072,11.09677665,2017-06-01,maize,67.0,20.3056768558952,0.0,2790.0,2017-09-29,809.67036652565,78,43,53.6520843505859,6.69149063244339,134.616483449936,196.086326599121,237.677560329437,241.289996147156,2,23.9173553719008,748,1458,763,2386,2894,0.06,51.05,25.1,23.85,6.08333333333333,0.658333333333333,23.9173553719008,20.7107438016529,28.4628099173554,18.1896173057851,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.957319817,11.14534426,2017-06-01,maize,46.0,0.0,0.0,1389.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.053,47.9,28.7666666666667,23.35,6.05,0.61,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.957319817,11.14534426,2017-06-01,maize,68.5,9.82532751091703,18.6706497386109,2779.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.053,47.9,28.7666666666667,23.35,6.05,0.61,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.957319817,11.14534426,2017-06-01,maize,62.5,13.7554585152838,27.3836196166293,2547.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.053,47.9,28.7666666666667,23.35,6.05,0.61,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.957319817,11.14534426,2017-06-01,maize,67.0,20.3056768558952,0.0,2715.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.053,47.9,28.7666666666667,23.35,6.05,0.61,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.986974591,11.15359976,2017-06-01,maize,46.0,0.0,0.0,664.0,2017-09-29,779.106217384338,74,47,59.0469779968262,6.43889435854825,125.588878631592,196.962617874146,237.862497329712,218.692223548889,2,23.6942148760331,740,1446,758,2361,2867,0.0588333333333333,49.75,27.6,22.6833333333333,6.1,0.57,23.6942148760331,20.5289256198347,28.1570247933884,18.6011813140496,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.986974591,11.15359976,2017-06-01,maize,68.5,9.82532751091703,18.6706497386109,2946.0,2017-09-29,779.106217384338,74,47,59.0469779968262,6.43889435854825,125.588878631592,196.962617874146,237.862497329712,218.692223548889,2,23.6942148760331,740,1446,758,2361,2867,0.0588333333333333,49.75,27.6,22.6833333333333,6.1,0.57,23.6942148760331,20.5289256198347,28.1570247933884,18.6011813140496,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.986974591,11.15359976,2017-06-01,maize,62.5,13.7554585152838,27.3836196166293,2351.0,2017-09-29,779.106217384338,74,47,59.0469779968262,6.43889435854825,125.588878631592,196.962617874146,237.862497329712,218.692223548889,2,23.6942148760331,740,1446,758,2361,2867,0.0588333333333333,49.75,27.6,22.6833333333333,6.1,0.57,23.6942148760331,20.5289256198347,28.1570247933884,18.6011813140496,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.986974591,11.15359976,2017-06-01,maize,67.0,20.3056768558952,0.0,2420.0,2017-09-29,779.106217384338,74,47,59.0469779968262,6.43889435854825,125.588878631592,196.962617874146,237.862497329712,218.692223548889,2,23.6942148760331,740,1446,758,2361,2867,0.0588333333333333,49.75,27.6,22.6833333333333,6.1,0.57,23.6942148760331,20.5289256198347,28.1570247933884,18.6011813140496,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.982401874,11.10606225,2017-06-01,maize,46.0,0.0,0.0,1828.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0543333333333333,49.5666666666667,24.2333333333333,26.1666666666667,6.08333333333333,0.595,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.982401874,11.10606225,2017-06-01,maize,68.5,9.82532751091703,18.6706497386109,3108.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0543333333333333,49.5666666666667,24.2333333333333,26.1666666666667,6.08333333333333,0.595,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.982401874,11.10606225,2017-06-01,maize,62.5,13.7554585152838,27.3836196166293,2232.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0543333333333333,49.5666666666667,24.2333333333333,26.1666666666667,6.08333333333333,0.595,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.982401874,11.10606225,2017-06-01,maize,67.0,20.3056768558952,0.0,2872.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0543333333333333,49.5666666666667,24.2333333333333,26.1666666666667,6.08333333333333,0.595,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.981663697,11.1079859,2017-06-01,maize,46.0,0.0,0.0,1358.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0531666666666667,49.2666666666667,25.8666666666667,24.8833333333333,6.11666666666667,0.541666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.981663697,11.1079859,2017-06-01,maize,68.5,9.82532751091703,18.6706497386109,2620.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0531666666666667,49.2666666666667,25.8666666666667,24.8833333333333,6.11666666666667,0.541666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.981663697,11.1079859,2017-06-01,maize,62.5,13.7554585152838,27.3836196166293,3161.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0531666666666667,49.2666666666667,25.8666666666667,24.8833333333333,6.11666666666667,0.541666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.981663697,11.1079859,2017-06-01,maize,67.0,20.3056768558952,0.0,3139.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0531666666666667,49.2666666666667,25.8666666666667,24.8833333333333,6.11666666666667,0.541666666666667,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.973256206,11.10527921,2017-06-01,maize,46.0,0.0,0.0,1110.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0573333333333333,49.8166666666667,27.3166666666667,22.8833333333333,6.11666666666667,0.56,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.973256206,11.10527921,2017-06-01,maize,62.5,13.7554585152838,27.3836196166293,1922.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0573333333333333,49.8166666666667,27.3166666666667,22.8833333333333,6.11666666666667,0.56,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.973256206,11.10527921,2017-06-01,maize,67.0,20.3056768558952,0.0,2171.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0573333333333333,49.8166666666667,27.3166666666667,22.8833333333333,6.11666666666667,0.56,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,8.661382791,9.60541806,2017-04-01,maize,68.5,9.82532751091703,18.6706497386109,3841.0,2017-07-30,622.677260279655,82,39,21.5880584716797,5.14609306016244,59.0926667451859,140.805084705353,216.237530231476,206.541978597641,5,22.0082644628099,752,1417,640,2244,2663,0.0688333333333333,43.9333333333333,28.75,27.2666666666667,5.55,0.861666666666667,22.0082644628099,18.603305785124,26.9669421487603,18.7325838264463,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,8.661382791,9.60541806,2017-04-01,maize,62.5,13.7554585152838,27.3836196166293,4048.0,2017-07-30,622.677260279655,82,39,21.5880584716797,5.14609306016244,59.0926667451859,140.805084705353,216.237530231476,206.541978597641,5,22.0082644628099,752,1417,640,2244,2663,0.0688333333333333,43.9333333333333,28.75,27.2666666666667,5.55,0.861666666666667,22.0082644628099,18.603305785124,26.9669421487603,18.7325838264463,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,8.661382791,9.60541806,2017-04-01,maize,67.0,20.3056768558952,0.0,5407.0,2017-07-30,622.677260279655,82,39,21.5880584716797,5.14609306016244,59.0926667451859,140.805084705353,216.237530231476,206.541978597641,5,22.0082644628099,752,1417,640,2244,2663,0.0688333333333333,43.9333333333333,28.75,27.2666666666667,5.55,0.861666666666667,22.0082644628099,18.603305785124,26.9669421487603,18.7325838264463,30.353921508789085,0.0
doi_10.25502_pakr-y904_d,Nigeria,6.979382878,11.10563063,2017-06-01,maize,46.0,0.0,0.0,1957.0,2017-09-29,783.983551740646,74,47,53.5564727783203,6.47920290694749,130.108372688293,199.988142490387,234.501065254211,219.385971307755,2,23.7190082644628,740,1448,757,2365,2870,0.0595,48.7333333333333,26.4333333333333,24.7833333333333,6.03333333333333,0.563333333333333,23.7190082644628,20.495867768595,28.297520661157,18.3739034214876,32.869546508789085,0.0
